MicroHit	TaxHit	HitID	Class
Persea americana chrysovirus	Persea americana chrysovirus	MRH2511	viruses
Papaya ringspot virus	Papaya ringspot virus	MRH2512	viruses
Citrivirus	Citrivirus	MRH2513	viruses
Citrus leaf blotch virus	Citrus leaf blotch virus	MRH2514	viruses
non-genus-specific reads in family Caliciviridae	Caliciviridae	MRH2515	viruses
PNG bee virus 1	PNG bee virus 1	MRH2516	viruses
Goose dicistrovirus	Goose dicistrovirus	MRH2517	viruses
Wuhan insect virus 33	Wuhan insect virus 33	MRH2518	viruses
Renmark bee virus 1	Renmark bee virus 1	MRH2519	viruses
Empeyrat virus	Empeyrat virus	MRH2520	viruses
Aphis glycines virus 3	Aphis glycines virus 3	MRH2521	viruses
Tomato ringspot virus	Tomato ringspot virus	MRH2522	viruses
Perth betaflexivirus 1	Perth betaflexivirus 1	MRH2523	viruses
Perth bee virus 2	Perth bee virus 2	MRH2524	viruses
Perth bee virus 8	Perth bee virus 8	MRH2525	viruses
Perth bee virus 5	Perth bee virus 5	MRH2526	viruses
Perth bee virus 7	Perth bee virus 7	MRH2527	viruses
Perth bee virus 9	Perth bee virus 9	MRH2528	viruses
Kelp fly virus	Kelp fly virus	MRH2529	viruses
Robinvale bee virus 1	Robinvale bee virus 1	MRH2530	viruses
Robinvale bee virus 8	Robinvale bee virus 8	MRH2531	viruses
Robinvale bee virus 7	Robinvale bee virus 7	MRH2532	viruses
Robinvale bee virus 4	Robinvale bee virus 4	MRH2533	viruses
Robinvale bee virus 3	Robinvale bee virus 3	MRH2534	viruses
Renmark bee virus 2	Renmark bee virus 2	MRH2535	viruses
Darwin bee virus 5	Darwin bee virus 5	MRH2536	viruses
Darwin bee virus 6	Darwin bee virus 6	MRH2537	viruses
Darwin bee virus 2	Darwin bee virus 2	MRH2538	viruses
Darwin bee virus 3	Darwin bee virus 3	MRH2539	viruses
Darwin bee virus 8	Darwin bee virus 8	MRH2540	viruses
Darwin bee virus 7	Darwin bee virus 7	MRH2541	viruses
Darwin bee virus 4	Darwin bee virus 4	MRH2542	viruses
Thika virus	Thika virus	MRH2543	viruses
Soybean-associated bicistronic virus	Soybean-associated bicistronic virus	MRH2544	viruses
Watermelon crinkle leaf-associated virus 1	Watermelon crinkle leaf-associated virus 1	MRH2545	viruses
Watermelon crinkle leaf-associated virus 2	Watermelon crinkle leaf-associated virus 2	MRH2546	viruses
Tetranychus urticae-associated picorna-like virus 2	Tetranychus urticae-associated picorna-like virus 2	MRH2547	viruses
Beihai picorna-like virus 45	Beihai picorna-like virus 45	MRH2548	viruses
PNG bee virus 2	PNG bee virus 2	MRH2549	viruses
Darwin betaflexivirus 1	Darwin betaflexivirus 1	MRH2550	viruses
Cricket paralysis virus	Cricket paralysis virus	MRH2551	viruses
Solenopsis invicta virus 6	Solenopsis invicta virus 6	MRH2552	viruses
Bactrocera dorsalis cripavirus	Bactrocera dorsalis cripavirus	MRH2553	viruses
Nilaparvata lugens C virus	Nilaparvata lugens C virus	MRH2554	viruses
Aphis gossypii virus	Aphis gossypii virus	MRH2555	viruses
Spodoptera exigua iflavirus 2	Spodoptera exigua iflavirus 2	MRH2556	viruses
Waikavirus	Waikavirus	MRH2557	viruses
Insect-associated waikavirus 1	Insect-associated waikavirus 1	MRH2558	viruses
non-genus-specific reads in family Amalgaviridae	Amalgaviridae	MRH2559	viruses
Cucumis melo amalgavirus 1	Cucumis melo amalgavirus 1	MRH2560	viruses
Robinvale plant virus 1	Robinvale plant virus 1	MRH2561	viruses
Robinvale bee virus 9	Robinvale bee virus 9	MRH2562	viruses
Hobart nepovirus 1	Hobart nepovirus 1	MRH2563	viruses
Sacri virus	Sacri virus	MRH2564	viruses
Plantago betapartitivirus	Plantago betapartitivirus	MRH2565	viruses
Vicia cryptic virus 1	Vicia cryptic virus 1	MRH2566	viruses
Actinidia virus X	Actinidia virus X	MRH2567	viruses
Hobart betaflexivirus 1	Hobart betaflexivirus 1	MRH2568	viruses
Vicia cryptic virus	Vicia cryptic virus	MRH2569	viruses
Hobart bee virus 1	Hobart bee virus 1	MRH2570	viruses
La Jolla virus	La Jolla virus	MRH2571	viruses
Perth bee virus 1	Perth bee virus 1	MRH2572	viruses
Perth bee virus 3	Perth bee virus 3	MRH2573	viruses
Perth bee virus 4	Perth bee virus 4	MRH2574	viruses
Perth bee virus 6	Perth bee virus 6	MRH2575	viruses
Linepithema humile virus 1	Linepithema humile virus 1	MRH2576	viruses
Lake Sinai virus 6	Lake Sinai virus 6	MRH2577	viruses
Renmark bee virus 3	Renmark bee virus 3	MRH2578	viruses
Renmark bee virus 4	Renmark bee virus 4	MRH2579	viruses
Renmark bee virus 5	Renmark bee virus 5	MRH2580	viruses
Robinvale bee virus 5	Robinvale bee virus 5	MRH2581	viruses
non-genus-specific reads in family Marnaviridae	Marnaviridae	MRH2582	viruses
Marnaviridae sp.	Marnaviridae sp.	MRH2583	viruses
Cucumovirus	Cucumovirus	MRH2584	viruses
Cucumber mosaic virus	Cucumber mosaic virus	MRH2585	viruses
Turnip yellows virus associated RNA	Turnip yellows virus associated RNA	MRH2586	viruses
Brassica yellows virus	Brassica yellows virus	MRH2587	viruses
Betacarmovirus	Betacarmovirus	MRH2588	viruses
Turnip crinkle virus	Turnip crinkle virus	MRH2589	viruses
Sanxia tombus-like virus 8	Sanxia tombus-like virus 8	MRH2590	viruses
uncultured Caudovirales phage	uncultured Caudovirales phage	MRH2591	viruses
Maculavirus	Maculavirus	MRH2592	viruses
Bee Macula-Like virus 2	Bee Macula-Like virus 2	MRH2593	viruses
Black Hill virus	Black Hill virus	MRH2594	viruses
Negevirus	Negevirus	MRH2595	viruses
Andrena haemorrhoa nege-like virus	Andrena haemorrhoa nege-like virus	MRH2596	viruses
Bee iflavirus 1	Bee iflavirus 1	MRH2597	viruses
Blackcurrant reversion virus	Blackcurrant reversion virus	MRH2598	viruses
Narcissus mosaic virus	Narcissus mosaic virus	MRH2599	viruses
Mume virus A	Mume virus A	MRH2600	viruses
Feline leukemia virus	Feline leukemia virus	MRH2601	viruses
Kirsten murine sarcoma virus	Kirsten murine sarcoma virus	MRH2602	viruses
Hymenopteran chu-related virus OKIAV123	Hymenopteran chu-related virus OKIAV123	MRH2603	viruses
Broad bean wilt virus 2	Broad bean wilt virus 2	MRH2604	viruses
Capsicum annuum fabavirus	Capsicum annuum fabavirus	MRH2605	viruses
Agrostis stolonifera deltaflexivirus 1	Agrostis stolonifera deltaflexivirus 1	MRH2606	viruses
Pradovirus	Pradovirus	MRH2607	viruses
Xylella virus Prado	Pradovirus prado	MRH2608	viruses
Gammapapillomavirus	Gammapapillomavirus	MRH2609	viruses
Gammapapillomavirus 1	Gammapapillomavirus 1	MRH2610	viruses
Pseudomonas phage PA11	Pseudomonas phage PA11	MRH2611	viruses
Pseudomonas phage O4	Pseudomonas phage O4	MRH2612	viruses
Propionibacterium phage BruceLethal	Propionibacterium phage BruceLethal	MRH2613	viruses
Propionibacterium phage MEAK	Propionibacterium phage MEAK	MRH2614	viruses
Propionibacterium virus Lauchelly	Pahexavirus lauchelly	MRH2615	viruses
Propionibacterium virus PHL114L00	Pahexavirus PHL114L00	MRH2616	viruses
Propionibacterium virus P100D	Pahexavirus P100D	MRH2617	viruses
Chrysanthemum virus B	Chrysanthemum virus B	MRH2618	viruses
non-genus-specific reads in family Tymoviridae	Tymoviridae	MRH2619	viruses
Varroa Tymo-like virus	Varroa Tymo-like virus	MRH2620	viruses
Bee Macula-like virus	Bee Macula-like virus	MRH2621	viruses
Plasmopara viticola lesion associated picorna-like 3	Plasmopara viticola lesion associated picorna-like 3	MRH2622	viruses
